"solar_year","province_code","province_name_eng","district_code","district_name_eng"
1386,"11","Kunar","1104","Narang Wa Badil"
1386,"11","Kunar","1105","Sar Kani"
1386,"11","Kunar","1106","Mara wara"
1386,"11","Kunar","1107","Dangam"
1386,"11","Kunar","1108","Bar Kunar"
1386,"11","Kunar","1109","Shigal Wa Sheltan"
1386,"11","Kunar","1110","Chapa Dara"
1386,"11","Kunar","1111","Noorgal"
1386,"11","Kunar","1112","Sawkai"
1386,"11","Kunar","1113","Khas Kunar"
1386,"11","Kunar","1114","Nari"
1386,"11","Kunar","1115","Ghazi Abad"
1386,"12","Laghman","1201","Laghman Center   (Mehterlam)"
1386,"12","Laghman","1202","Qarghayee"
1386,"12","Laghman","1203","Alingar"
1386,"12","Laghman","1204","Alishing"
1386,"12","Laghman","1205","Dawlat Shah"
1386,"13","Nuristan","1301","Nooristan Center (Paroon)"
1386,"13","Nuristan","1302","Noor Gram"
1386,"13","Nuristan","1303","Duab"
1386,"13","Nuristan","1304","Waygal"
1386,"13","Nuristan","1305","Wama"
1386,"13","Nuristan","1306","Mandol"
1386,"13","Nuristan","1307","Kamdesh"
1386,"13","Nuristan","1308","Bargi Matal"
1386,"14","Badakhshan","1401","Badakhshan center (Faiz Abad)"
1386,"14","Badakhshan","1402","Yaftal- i-Sufla"
1386,"14","Badakhshan","1403","Argo"
1386,"14","Badakhshan","1404","Darayim"
1386,"14","Badakhshan","1405","Khash"
1386,"14","Badakhshan","1406","Jurm"
1386,"14","Badakhshan","1407","Wardooj"
1386,"14","Badakhshan","1408","Baharak"
1386,"14","Badakhshan","1409","Shuhada"
1386,"14","Badakhshan","1410","Kohistan"
1386,"14","Badakhshan","1411","Yawan"
1386,"14","Badakhshan","1412","Shahri Buzurg"
1386,"14","Badakhshan","1413","Kishm"
1386,"14","Badakhshan","1414","Tagab"
1386,"14","Badakhshan","1415","Tashkan"
1386,"14","Badakhshan","1416","Kiran Wa                 Menjan"
1386,"14","Badakhshan","1417","Zebak"
1386,"14","Badakhshan","1418","Eshkashim"
1386,"14","Badakhshan","1419","Wakhan"
1386,"14","Badakhshan","1420","Shighnan"
1386,"14","Badakhshan","1421","Arghanj Khwah"
1386,"14","Badakhshan","1422","Raghistan"
1386,"14","Badakhshan","1423","Khwahan"
1386,"14","Badakhshan","1424","Kufab"
1386,"14","Badakhshan","1425","Yamgan"
1386,"14","Badakhshan","1426","Darwaz- i- Bala        ( Nesay)"
1386,"14","Badakhshan","1427","Darwaz-i- Payin   (Mamay)"
1386,"14","Badakhshan","1428","Shiki"
1386,"15","Takhar","1501","Takhar  Center      (Taluqan)"
1386,"15","Takhar","1502","Hazar Sumuch"
1386,"15","Takhar","1503","Baharak"
1386,"15","Takhar","1504","Khwaja Ghar"
1386,"15","Takhar","1505","Bangi"
1386,"15","Takhar","1506","Eshkamesh"
1386,"15","Takhar","1507","Chal"
1386,"15","Takhar","1508","Namak Ab"
1386,"15","Takhar","1509","Farkhar"
1386,"15","Takhar","1510","Kalafgan"
1386,"15","Takhar","1511","Rustaq"
1386,"15","Takhar","1512","Chahab"
1386,"15","Takhar","1513","Yangi Qala"
1386,"15","Takhar","1514","Khwaja Bahawuddin"
1386,"15","Takhar","1515","Darqad"
1386,"15","Takhar","1516","Dashti Qala"
1386,"15","Takhar","1517","Warsaj"
1386,"16","Baghlan","1601","Baghlan Center       (Pul -i-Khumri)"
1386,"16","Baghlan","1602","Baghlan-i-  Jadeed"
1386,"16","Baghlan","1603","Dahana-i-Ghuri"
1386,"16","Baghlan","1604","Dushi"
1386,"16","Baghlan","1605","Khinjan"
1386,"16","Baghlan","1606","Andarab"
1386,"16","Baghlan","1607","Nahreen"
1386,"16","Baghlan","1608","Burka"
1386,"16","Baghlan","1609","Tala Wa Barfak"
1386,"16","Baghlan","1610","Pul –i-Hisar"
1386,"16","Baghlan","1611","Deh  Salah"
1386,"16","Baghlan","1612","Jalga"
1386,"16","Baghlan","1613","Khost Wa Firing"
1386,"16","Baghlan","1614","Firing Wa Gharu"
1386,"16","Baghlan","1615","Gozargah-i- Noor"
1386,"17","Kunduz","1701","Kunduz Center     (Kunduz)"
1386,"17","Kunduz","1702","Hazrati Imam     Sahib"
1386,"17","Kunduz","1703","Qala –i-Zal"
1386,"17","Kunduz","1704","Chahar Darah"
1386,"17","Kunduz","1705","Ali Abad"
1386,"17","Kunduz","1706","Khan Abad"
1386,"17","Kunduz","1707","Dasht-i- Archi"
1386,"18","Samangan","1801","Samangan   Center (Aybak)"
1386,"18","Samangan","1802","Hazrat –i-Sultan"
1386,"18","Samangan","1803","Feroz  Nakhcheer"
1386,"18","Samangan","1804","Dara –i-soof-i- Bala"
1386,"18","Samangan","1805","Dara –i-soof-i-         Payin"
1386,"18","Samangan","1806","Rui- Do- Ab"
1386,"18","Samangan","1807","Khuram Wa Sarbagh"
1386,"19","Balkh","1901","Balkh Center           (Mazar-i- sharif)"
1386,"19","Balkh","1902","Dehdadi"
1386,"19","Balkh","1903","Nahri Shahi"
1386,"19","Balkh","1904","Marmul"
1386,"19","Balkh","1905","Khulm"
1386,"19","Balkh","1906","Kaldar"
1386,"19","Balkh","1907","Shortepa"
1386,"19","Balkh","1908","Dawlat Abad"
1386,"19","Balkh","1909","Balkh"
1386,"19","Balkh","1910","Char Bolak"
1386,"19","Balkh","1911","Chimtal"
1386,"19","Balkh","1912","Sholgara"
1386,"19","Balkh","1913","Char kent"
1386,"19","Balkh","1914","Kishindeh"
1386,"19","Balkh","1915","Zari"
1386,"20","Jawzjan","2001","Jawzjan Center (Sheberghan)"
1386,"20","Jawzjan","2002","Aqchah"
1386,"20","Jawzjan","2003","Faizabad"
1386,"20","Jawzjan","2004","Mardyan"
1386,"20","Jawzjan","2005","Mingajik"
1386,"20","Jawzjan","2006","Qarqin"
1386,"20","Jawzjan","2007","Khamyab"
1386,"20","Jawzjan","2008","Qush Tepa"
1386,"20","Jawzjan","2009","Darzab"
1386,"20","Jawzjan","2010","Khwaja Dukoh"
1386,"20","Jawzjan","2011","Khanaqa"
1386,"21","Sar-e-Pul","2101","Saripul Center       (Sar-i-Pul)"
1386,"21","Sar-e-Pul","2102","Sozma Qala"
1386,"21","Sar-e-Pul","2103","Sayyad"
1386,"21","Sar-e-Pul","2104","Kohistanat"
1386,"21","Sar-e-Pul","2105","Balkhab"
1386,"21","Sar-e-Pul","2106","Sancharak"
1386,"21","Sar-e-Pul","2107","Gosfandi"
1386,"22","Faryab","2201","Faryab Center (Maimana)"
1386,"22","Faryab","2202","Pashtun kot"
1386,"22","Faryab","2203","Khwaja Sabz Posh i Wali"
1386,"22","Faryab","2204","Almar"
1386,"22","Faryab","2205","Qaisar"
1386,"22","Faryab","2206","Kohistan"
1386,"22","Faryab","2207","Gurziwan"
1386,"22","Faryab","2208","Bilchiragh"
1386,"22","Faryab","2209","Shirin Tagab"
1386,"22","Faryab","2210","Dawlat Abad"
1386,"22","Faryab","2211","Qaram Qul"
1386,"22","Faryab","2212","Khani Charbagh"
1386,"22","Faryab","2213","Andkhoy"
1386,"22","Faryab","2214","Qurghan"
1386,"23","Badghis","2301","Badghis Center (Qala-i- Now)"
1386,"23","Badghis","2302","Muqur"
1386,"23","Badghis","2303","Ab Kamari"
1386,"23","Badghis","2304","Qadis"
1386,"23","Badghis","2305","Jawand"
1386,"23","Badghis","2306","Ghormach"
1386,"23","Badghis","2307","Murghab            (Bala Murghab)"
1386,"24","Hirat","2401","Herat  Center       (Herat)"
1386,"24","Hirat","2402","Enjil"
1386,"24","Hirat","2403","Guzera          (Nizam-i- Shahid)"
1386,"24","Hirat","2404","Pashtun Zarghun"
1386,"24","Hirat","2405","Karrukh"
1386,"24","Hirat","2406","Kushk             (Rubat-i-Sangi)"
1386,"24","Hirat","2407","Gulran"
1386,"24","Hirat","2408","Kohsan"
1386,"24","Hirat","2409","Ghoryan"
1386,"24","Hirat","2410","Zendahjan"
1386,"24","Hirat","2411","Adraskan"
1386,"24","Hirat","2412","Shindand"
1386,"24","Hirat","2413","Fersi"
1386,"24","Hirat","2414","Obe"
1386,"24","Hirat","2415","Chishti Sharif"
1386,"24","Hirat","2416","Kushk-i- Kuhna"
1386,"25","Farah","2501","Farah   Center (Farah)"
1386,"25","Farah","2502","Pushtrud"
1386,"25","Farah","2503","Khak-i-safed"
1386,"25","Farah","2504","Anar Dara"
1386,"25","Farah","2505","Qala-i-kah"
1386,"25","Farah","2506","Shibkoh"
1386,"25","Farah","2507","Lash-i- Juwayn"
1386,"25","Farah","2508","Bakwa"
1386,"25","Farah","2509","Bala Buluk"
1386,"25","Farah","2510","Gulistan"
1386,"25","Farah","2511","Pur Chaman"
1386,"25","Farah","2512","Dularam"
1386,"26","Nimroz","2601","Nimroz Center (Zaranj)"
1386,"26","Nimroz","2602","Kang"
1386,"26","Nimroz","2603","Char Burjak"
1386,"26","Nimroz","2604","Asl-i-chakhansur"
1386,"26","Nimroz","2605","Khashrod"
1386,"27","Hilmand","2701","Helmand Center (Lashkargah)"
1386,"27","Hilmand","2702","Nahr-i- Saraj"
1386,"27","Hilmand","2703","Nad Ali"
1386,"27","Hilmand","2704","Nawa-i- Barikzayi"
1386,"27","Hilmand","2705","Garm Ser"
1386,"27","Hilmand","2706","Sangin             (Sangin Qala)"
1386,"27","Hilmand","2707","Kajaki"
1386,"27","Hilmand","2708","Baghran     (Bughran)"
1386,"27","Hilmand","2709","Musa Qala"
1386,"27","Hilmand","2710","Nawzad"
1386,"27","Hilmand","2711","Washer"
1386,"27","Hilmand","2712","Reg-i- Khan Nishin"
1386,"27","Hilmand","2713","Dishu"
1386,"28","Kandahar","2801","Kandahar Center (Kandahar)"
1386,"28","Kandahar","2802","Daman"
1386,"28","Kandahar","2803","Shah Wali Kot"
1386,"28","Kandahar","2804","Arghandab"
1386,"28","Kandahar","2805","Khakrez"
1386,"28","Kandahar","2806","Ghorak"
1386,"28","Kandahar","2807","Maiwand"
1386,"28","Kandahar","2808","Zhire"
1386,"28","Kandahar","2809","Panjwayee"
1386,"28","Kandahar","2810","Reg"
1386,"28","Kandahar","2811","Shorabak"
1386,"28","Kandahar","2812","Spin Boldak"
1386,"28","Kandahar","2813","Arghistan"
1386,"28","Kandahar","2814","Maruf"
1386,"28","Kandahar","2815","Miyanishin"
1386,"28","Kandahar","2816","Nesh"
1386,"29","Zabul","2901","Zabul   Center (Qalat)"
1386,"29","Zabul","2902","Shah Joi"
1386,"29","Zabul","2903","Arghandab"
1386,"29","Zabul","2904","Kakar"
1386,"29","Zabul","2905","Daichopan"
1386,"29","Zabul","2906","Mizan"
1386,"29","Zabul","2907","TarangWa        Jaldak"
1386,"29","Zabul","2908","Shinkai"
1386,"29","Zabul","2909","Atghar"
1386,"29","Zabul","2910","Shemel Zayi"
1386,"29","Zabul","2911","Naw Bahar"
1386,"30","Uruzgan","3001","Urozgan Center (Tirinkot)"
1386,"30","Uruzgan","3002","Chora"
1386,"30","Uruzgan","3003","Khas Urozgan"
1386,"30","Uruzgan","3004","Shahidhassas"
1386,"30","Uruzgan","3005","Dehraoud"
1386,"31","Ghor","3101","Ghor  Center (Chighcheran)"
1386,"31","Ghor","3102","Dawlatyar"
1386,"31","Ghor","3103","Char Sada"
1386,"31","Ghor","3104","Shahrak"
1386,"31","Ghor","3105","Duleena"
1386,"31","Ghor","3106","Pasaband"
1386,"31","Ghor","3107","Lal Wa        SarJangal"
1386,"31","Ghor","3108","Tulak"
1386,"31","Ghor","3109","Saghar"
1386,"31","Ghor","3110","Taywara"
1386,"32","Bamyan","3201","Bamyan Center (Bamyan )"
1386,"32","Bamyan","3202","Shebar"
1386,"32","Bamyan","3203","Saighan"
1386,"32","Bamyan","3204","Kahmard"
1386,"32","Bamyan","3205","Yakawlang"
1386,"32","Bamyan","3206","Panjab"
1386,"32","Bamyan","3207","Waras"
1386,"33","Panjsher","3301","Panjsher  Center (Bazarak)"
1386,"33","Panjsher","3302","Rukha"
1386,"33","Panjsher","3303","Unaba"
1386,"33","Panjsher","3304","Darah"
1386,"33","Panjsher","3305","Hissa-i- Awal (Khing)"
1386,"33","Panjsher","3306","Shutul"
1386,"33","Panjsher","3307","Paryan"
1386,"34","Daykundi","3401","Daykundi Center (Nili)"
1386,"34","Daykundi","3402","Shahristan"
1386,"34","Daykundi","3403","Miramor"
1386,"34","Daykundi","3404","Ishterlai"
1386,"34","Daykundi","3405","Sang-i- Takht"
1386,"34","Daykundi","3406","Khedir"
1386,"34","Daykundi","3407","Kejran"
1386,"34","Daykundi","3408","Kiti"
1386,"34","Daykundi","3409","Gizab"
1387,"01","Kabul","0101","Kabul Center (Kabul )"
1387,"01","Kabul","0102","DehSabz"
1387,"01","Kabul","0103","Mir Bacha kot"
1387,"01","Kabul","0104","Kalakan"
1387,"01","Kabul","0105","Qara Bagh"
1387,"01","Kabul","0106","Farza"
1387,"01","Kabul","0107","Estalef"
1387,"01","Kabul","0108","Guldara"
1387,"01","Kabul","0109","Shakar Dara"
1387,"01","Kabul","0110","Paghman"
1387,"01","Kabul","0111","Chahar Asyab"
1387,"01","Kabul","0112","Musahi"
1387,"01","Kabul","0113","Khak –i-Jabar"
1387,"01","Kabul","0114","Bagrami"
1387,"01","Kabul","0115","Surubi"
1387,"02","Kapisa","0201","Kapisa Center(Mahmood Raqi)"
1387,"02","Kapisa","0202","Hissa-i-Duwumi Kohistan"
1387,"02","Kapisa","0203","Hissa-i-Awali Kohistan"
1387,"02","Kapisa","0204","Nijrab"
1387,"02","Kapisa","0205","Koh Band"
1387,"02","Kapisa","0206","Tagab"
1387,"02","Kapisa","0207","Alasai"
1387,"03","Parwan","0301","Parwan Center(Charikar )"
1387,"03","Parwan","0302","SayyidKhel"
1387,"03","Parwan","0303","Jabulussaraj"
1387,"03","Parwan","0304","Salang"
1387,"03","Parwan","0305","Shinwari"
1387,"03","Parwan","0306","syahgird('Ghurband)"
1387,"03","Parwan","0307","Bagram"
1387,"03","Parwan","0308","Koh- i- Safi"
1387,"03","Parwan","0309","ShaykhAli"
1387,"03","Parwan","0310","Surkhiparsa"
1387,"04","Wardak","0401","WardakCenter(Maidan Shahr)"
1387,"04","Wardak","0402","Jalrez"
1387,"04","Wardak","0403","Hissa-i- awaliBehsud"
1387,"04","Wardak","0404","Markaz-i- Behsud"
1387,"04","Wardak","0405","Daimir Dad"
1387,"04","Wardak","0406","Jaghatu"
1387,"04","Wardak","0407","Chak-i-Wardak"
1387,"04","Wardak","0408","Sayyid Abad"
1387,"04","Wardak","0409","Nerkh"
1387,"05","Logar","0501","Logar Center(Puli Alam)"
1387,"05","Logar","0502","Baraki Barak"
1387,"05","Logar","0503","Charkh"
1387,"05","Logar","0504","khushi"
1387,"05","Logar","0505","Mohammad Agha"
1387,"05","Logar","0506","Khar war"
1387,"05","Logar","0507","Azra"
1387,"06","Ghazni","0601","Ghazni Center(Ghazni)"
1387,"06","Ghazni","0602","Deh Yak"
1387,"06","Ghazni","0603","Zanakhan"
1387,"06","Ghazni","0604","Khwaja Omari"
1387,"06","Ghazni","0605","Rashidan"
1387,"06","Ghazni","0606","Wali Mshahid (khugyani)"
1387,"06","Ghazni","0607","Jaghatu"
1387,"06","Ghazni","0608","Waghaz"
1387,"06","Ghazni","0609","Qara Bagh"
1387,"06","Ghazni","0610","Giro"
1387,"06","Ghazni","0611","Andar"
1387,"06","Ghazni","0612","Nawur"
1387,"06","Ghazni","0613","Ajristan"
1387,"06","Ghazni","0614","Malistan"
1387,"06","Ghazni","0615","Jaghuri"
1387,"06","Ghazni","0616","Muqur"
1387,"06","Ghazni","0617","Ab Band"
1387,"06","Ghazni","0618","Gelan"
1387,"06","Ghazni","0619","Nawa"
1387,"07","Paktika","0701","Paktika Center(Sharan)"
1387,"07","Paktika","0702","Mata Khan"
1387,"07","Paktika","0703","Yosuf Khel"
1387,"07","Paktika","0704","Yahya Khel"
1387,"07","Paktika","0705","Omna"
1387,"07","Paktika","0706","Sar Rawza"
1387,"07","Paktika","0707","Zarghun Shahr"
1387,"07","Paktika","0708","Jani Khel"
1387,"07","Paktika","0709","Gomal"
1387,"07","Paktika","0710","Surubi"
1387,"07","Paktika","0711","Urgoon"
1387,"07","Paktika","0712","Ziruk"
1387,"07","Paktika","0713","Nika"
1387,"07","Paktika","0714","DilaWa Khushamand"
1387,"07","Paktika","0715","Wazakhwah"
1387,"07","Paktika","0716","Turwo"
1387,"07","Paktika","0717","Wormamay"
1387,"07","Paktika","0718","Barmal"
1387,"07","Paktika","0719","Giyan"
1387,"08","Paktya","0801","Paktya Center(Gardez)"
1387,"08","Paktya","0802","Sayyid Karam"
1387,"08","Paktya","0803","Zurmat"
1387,"08","Paktya","0804","Shwak"
1387,"08","Paktya","0805","Wuza Jadran"
1387,"08","Paktya","0806","Laja Ahmad khel"
1387,"08","Paktya","0807","Jani Khel"
1387,"08","Paktya","0808","Dand Patan"
1387,"08","Paktya","0809","Samkani"
1387,"08","Paktya","0810","Jaji"
1387,"08","Paktya","0811","Ahmadaba"
1387,"08","Paktya","0812","laja mangel"
1387,"09","Khost","0901","Khost Center(Khost)"
1387,"09","Khost","0902","Trayzayee(Ali Sher )"
1387,"09","Khost","0903","Baak"
1387,"09","Khost","0904","Jaji Maidan"
1387,"09","Khost","0905","Sabari(Yaqubi)"
1387,"09","Khost","0906","Musa khel"
1387,"09","Khost","0907","Qalandar"
1387,"09","Khost","0908","Nadir Shah kot"
1387,"09","Khost","0909","Manduzay(Esmayel khil)"
1387,"09","Khost","0910","Shamul"
1387,"09","Khost","0911","Spera"
1387,"09","Khost","0912","Tanay"
1387,"09","Khost","0913","Gurbuz"
1387,"10","Nangarhar","1001","Nangarhar Center(Jalalabad)"
1387,"10","Nangarhar","1002","Behsud"
1387,"10","Nangarhar","1003","Surkh Rud"
1387,"10","Nangarhar","1004","Chapar har"
1387,"10","Nangarhar","1005","Rodat"
1387,"10","Nangarhar","1006","Kama"
1387,"10","Nangarhar","1007","Kuzkunar"
1387,"10","Nangarhar","1008","Darah -i- Noor"
1387,"10","Nangarhar","1009","Sher Zad"
1387,"10","Nangarhar","1010","Hesarak"
1387,"10","Nangarhar","1011","Khugyani"
1387,"10","Nangarhar","1012","Pachir Wagam"
1387,"10","Nangarhar","1013","Deh Bala"
1387,"10","Nangarhar","1014","Kot"
1387,"10","Nangarhar","1015","Achin"
1387,"10","Nangarhar","1016","Nazyan"
1387,"10","Nangarhar","1017","DurBaba"
1387,"10","Nangarhar","1018","Shinwar"
1387,"10","Nangarhar","1019","Bati Kot"
1387,"10","Nangarhar","1020","Muhmand ِِDara"
1387,"10","Nangarhar","1021","Goshta"
1387,"10","Nangarhar","1022","Lalpoor"
1387,"11","Kunar","1101","Kunarha Center(Asad Abad)"
1387,"11","Kunar","1102","Watapoor"
1387,"11","Kunar","1103","Dara-i - Pech"
1387,"11","Kunar","1104","Narang Wa Badil"
1387,"11","Kunar","1105","Sar Kani"
1387,"11","Kunar","1106","Mara wara"
1387,"11","Kunar","1107","Dangam"
1387,"11","Kunar","1108","Bar Kunar"
1387,"11","Kunar","1109","Shigal Wa Sheltan"
1387,"11","Kunar","1110","Chapa Dara"
1387,"11","Kunar","1111","Noorgal"
1387,"11","Kunar","1112","Sawkai"
1387,"11","Kunar","1113","Khas Kunar"
1387,"11","Kunar","1114","Nari"
1387,"11","Kunar","1115","Ghazi Abad"
1387,"12","Laghman","1201","Laghman Center(Mehterlam)"
1387,"12","Laghman","1202","Qarghayee"
1387,"12","Laghman","1203","Alingar"
1387,"12","Laghman","1204","Alishing"
1387,"12","Laghman","1205","Dawlat Shah"
1387,"13","Nuristan","1301","Nooristan Center (Paroon)"
1387,"13","Nuristan","1302","Noor Gram"
1387,"13","Nuristan","1303","Duab"
1387,"13","Nuristan","1304","Waygal"
1387,"13","Nuristan","1305","Wama"
1387,"13","Nuristan","1306","Mandol"
1387,"13","Nuristan","1307","Kamdesh"
1387,"13","Nuristan","1308","Bargi Matal"
1387,"14","Badakhshan","1401","Badakhshan center (Faiz Abad)"
1387,"14","Badakhshan","1402","Yaftal- i-Sufla"
1387,"14","Badakhshan","1403","Argo"
1387,"14","Badakhshan","1404","Darayim"
1387,"14","Badakhshan","1405","Khash"
1387,"14","Badakhshan","1406","Jurm"
1387,"14","Badakhshan","1407","Wardooj"
1387,"14","Badakhshan","1408","Baharak"
1387,"14","Badakhshan","1409","Shuhada"
1387,"14","Badakhshan","1410","Kohistan"
1387,"14","Badakhshan","1411","Yawan"
1387,"14","Badakhshan","1412","Shahri Buzurg"
1387,"14","Badakhshan","1413","Kishm"
1387,"14","Badakhshan","1414","Tagab"
1387,"14","Badakhshan","1415","Tashkan"
1387,"14","Badakhshan","1416","Kiran WaMenjan"
1387,"14","Badakhshan","1417","Zebak"
1387,"14","Badakhshan","1418","Eshkashim"
1387,"14","Badakhshan","1419","Wakhan"
1387,"14","Badakhshan","1420","Shighnan"
1387,"14","Badakhshan","1421","Arghanj Khwah"
1387,"14","Badakhshan","1422","Raghistan"
1387,"14","Badakhshan","1423","Khwahan"
1387,"14","Badakhshan","1424","Kufab"
1387,"14","Badakhshan","1425","Yamgan"
1387,"14","Badakhshan","1426","Darwaz- i- Bala( Nesay)"
1387,"14","Badakhshan","1427","Darwaz-i- Payin(Mamay)"
1387,"14","Badakhshan","1428","Shiki"
1387,"15","Takhar","1501","TakharCenter(Taluqan)"
1387,"15","Takhar","1502","Hazar Sumuch"
1387,"15","Takhar","1503","Baharak"
1387,"15","Takhar","1504","Khwaja Ghar"
1387,"15","Takhar","1505","Bangi"
1387,"15","Takhar","1506","Eshkamesh"
1387,"15","Takhar","1507","Chal"
1387,"15","Takhar","1508","Namak Ab"
1387,"15","Takhar","1509","Farkhar"
1387,"15","Takhar","1511","Rustaq"
1387,"15","Takhar","1512","Chahab"
1387,"15","Takhar","1513","Yangi Qala"
1387,"15","Takhar","1514","Khwaja Bahawuddin"
1387,"15","Takhar","1515","Darqad"
1387,"15","Takhar","1516","Dashti Qala"
1387,"15","Takhar","1517","Warsaj"
1387,"15","Takhar","1519","Kalafgan"
1387,"16","Baghlan","1601","Baghlan Center(Pul -i-Khumri)"
1387,"16","Baghlan","1602","Baghlan-i-Jadeed"
1387,"16","Baghlan","1603","Dahana-i-Ghuri"
1387,"16","Baghlan","1604","Dushi"
1387,"16","Baghlan","1605","Khinjan"
1387,"16","Baghlan","1606","Andarab"
1387,"16","Baghlan","1607","Nahreen"
1387,"16","Baghlan","1608","Burka"
1387,"16","Baghlan","1609","Tala Wa Barfak"
1387,"16","Baghlan","1610","Pul –i-Hisar"
1387,"16","Baghlan","1611","DehSalah"
1387,"16","Baghlan","1612","Jalga"
1387,"16","Baghlan","1613","Khost Wa Firing"
1387,"16","Baghlan","1614","Firing Wa Gharu"
1387,"16","Baghlan","1615","Gozargah-i- Noor"
1387,"17","Kunduz","1701","Kunduz Center(Kunduz)"
1387,"17","Kunduz","1702","Hazrati ImamSahib"
1387,"17","Kunduz","1703","Qala –i-Zal"
1387,"17","Kunduz","1704","Chahar Darah"
1387,"17","Kunduz","1705","Ali Abad"
1387,"17","Kunduz","1706","Khan Abad"
1387,"17","Kunduz","1707","Dasht-i- Archi"
1387,"18","Samangan","1801","SamanganCenter (Aybak)"
1387,"18","Samangan","1802","Hazrat –i-Sultan"
1387,"18","Samangan","1803","FerozNakhcheer"
1387,"18","Samangan","1804","Dara –i-soof-i- Bala"
1387,"18","Samangan","1805","Dara –i-soof-i-Payin"
1387,"18","Samangan","1806","Rui- Do- Ab"
1387,"18","Samangan","1807","Khuram Wa Sarbagh"
1387,"19","Balkh","1901","Balkh Center(Mazar-i- sharif)"
1387,"19","Balkh","1902","Dehdadi"
1387,"19","Balkh","1903","Nahri Shahi"
1387,"19","Balkh","1904","Marmul"
1387,"19","Balkh","1905","Khulm"
1387,"19","Balkh","1906","Kaldar"
1387,"19","Balkh","1907","Shortepa"
1387,"19","Balkh","1908","Dawlat Abad"
1387,"19","Balkh","1909","Balkh"
1387,"19","Balkh","1910","Char Bolak"
1387,"19","Balkh","1911","Chimtal"
1387,"19","Balkh","1912","Sholgara"
1387,"19","Balkh","1913","Char kent"
1387,"19","Balkh","1914","Kishindeh"
1387,"19","Balkh","1915","Zari"
1387,"20","Jawzjan","2001","Jawzjan Center (Sheberghan)"
1387,"20","Jawzjan","2002","Aqchah"
1387,"20","Jawzjan","2003","Faizabad"
1387,"20","Jawzjan","2004","Mardyan"
1387,"20","Jawzjan","2005","Mingajik"
1387,"20","Jawzjan","2006","Qarqin"
1387,"20","Jawzjan","2007","Khamyab"
1387,"20","Jawzjan","2008","Qush Tepa"
1387,"20","Jawzjan","2009","Darzab"
1387,"20","Jawzjan","2010","Khwaja Dukoh"
1387,"20","Jawzjan","2011","Khanaqa"
1387,"21","Sar-e-Pul","2101","Saripul Center(Sar-i-Pul)"
1387,"21","Sar-e-Pul","2102","Sozma Qala"
1387,"21","Sar-e-Pul","2103","Sayyad"
1387,"21","Sar-e-Pul","2104","Kohistanat"
1387,"21","Sar-e-Pul","2105","Balkhab"
1387,"21","Sar-e-Pul","2106","Sancharak"
1387,"21","Sar-e-Pul","2107","Gosfandi"
1387,"22","Faryab","2201","Faryab Center (Maimana)"
1387,"22","Faryab","2202","Pashtun kot"
1387,"22","Faryab","2203","Khwaja SabzPosh i Wali"
1387,"22","Faryab","2204","Almar"
1387,"22","Faryab","2205","Qaisar"
1387,"22","Faryab","2206","Kohistan"
1387,"22","Faryab","2207","Gurziwan"
1387,"22","Faryab","2208","Bilchiragh"
1387,"22","Faryab","2209","Shirin Tagab"
1387,"22","Faryab","2210","Dawlat Abad"
1387,"22","Faryab","2211","Qaram Qul"
1387,"22","Faryab","2212","Khani Charbagh"
1387,"22","Faryab","2213","Andkhoy"
1387,"22","Faryab","2214","Qurghan"
1387,"23","Badghis","2301","Badghis Center(Qala-i- Now)"
1387,"23","Badghis","2302","Muqur"
1387,"23","Badghis","2303","Ab Kamari"
1387,"23","Badghis","2304","Qadis"
1387,"23","Badghis","2305","Jawand"
1387,"23","Badghis","2306","Ghormach"
1387,"23","Badghis","2307","Murghab(Bala Murghab)"
1387,"24","Hirat","2401","HeratCenter(Herat)"
1387,"24","Hirat","2402","Enjil"
1387,"24","Hirat","2403","Guzera(Nizam-i- Shahid)"
1387,"24","Hirat","2404","Pashtun Zarghun"
1387,"24","Hirat","2405","Karrukh"
1387,"24","Hirat","2406","Kushk(Rubat-i-Sangi)"
1387,"24","Hirat","2407","Gulran"
1387,"24","Hirat","2408","Kohsan"
1387,"24","Hirat","2409","Ghoryan"
1387,"24","Hirat","2410","Zendahjan"
1387,"24","Hirat","2411","Adraskan"
1387,"24","Hirat","2412","Shindand"
1387,"24","Hirat","2413","Fersi"
1387,"24","Hirat","2414","Obe"
1387,"24","Hirat","2415","Chishti Sharif"
1387,"24","Hirat","2416","Kushk-i- Kuhna"
1387,"25","Farah","2501","FarahCenter(Farah)"
1387,"25","Farah","2502","Pushtrud"
1387,"25","Farah","2503","Khak-i-safed"
1387,"25","Farah","2504","Anar Dara"
1387,"25","Farah","2505","Qala-i-kah"
1387,"25","Farah","2506","Shibkoh"
1387,"25","Farah","2507","Lash-i- Juwayn"
1387,"25","Farah","2508","Bakwa"
1387,"25","Farah","2509","Bala Buluk"
1387,"25","Farah","2510","Gulistan"
1387,"25","Farah","2511","Pur Chaman"
1387,"25","Farah","2512","Dularam"
1387,"26","Nimroz","2601","Nimroz Center (Zaranj)"
1387,"26","Nimroz","2602","Kang"
1387,"26","Nimroz","2603","Char Burjak"
1387,"26","Nimroz","2604","Asl-i-chakhansur"
1387,"26","Nimroz","2605","Khashrod"
1387,"27","Hilmand","2701","Helmand Center (Lashkargah)"
1387,"27","Hilmand","2702","Nahr-i- Saraj"
