"solar_year","province_code","province_name_eng","district_code","district_name_eng"
1383,"10","Nangarhar","1018","Shenwar"
1383,"10","Nangarhar","1019","Bati Kot"
1383,"10","Nangarhar","1020","Muhmand ِِDara"
1383,"10","Nangarhar","1021","Goshta"
1383,"10","Nangarhar","1022","Lalpoor"
1383,"11","Kunar","1101","Provincial center (Asad Abad)"
1383,"11","Kunar","1102","Watapoor"
1383,"11","Kunar","1103","Darai  Pich"
1383,"11","Kunar","1104","Tarang-o- Badil"
1383,"11","Kunar","1105","Sar Kani"
1383,"11","Kunar","1106","Marawura"
1383,"11","Kunar","1107","Dangam"
1383,"11","Kunar","1108","Bar Kunar"
1383,"11","Kunar","1109","Shigal –o-Sheltan"
1383,"11","Kunar","1110","Chapa Dara"
1383,"11","Kunar","1111","Noor Gal"
1383,"11","Kunar","1112","Sawki"
1383,"11","Kunar","1113","Khas Kunar"
1383,"11","Kunar","1114","Nari"
1383,"11","Kunar","1115","Ghazi Abad"
1383,"12","Laghman","1201","Provincial center (Mehterlam)"
1383,"12","Laghman","1202","Qarghayi"
1383,"12","Laghman","1203","Alingar"
1383,"12","Laghman","1204","Alishing"
1383,"12","Laghman","1205","Dawlat Shah"
1383,"13","Nuristan","1301","Provincial center (Paroon)"
1383,"13","Nuristan","1302","Noor Gram"
1383,"13","Nuristan","1303","DoAb"
1383,"13","Nuristan","1304","Waigal"
1383,"13","Nuristan","1305","Wama"
1383,"13","Nuristan","1306","Mandol"
1383,"13","Nuristan","1307","Kamdish"
1383,"13","Nuristan","1308","Barg-i-Matal"
1383,"14","Badakhshan","1401","Provincial center (Faiz Abad)"
1383,"14","Badakhshan","1402","Yaftel"
1383,"14","Badakhshan","1403","Urgo"
1383,"14","Badakhshan","1404","Darayem"
1383,"14","Badakhshan","1405","Khash"
1383,"14","Badakhshan","1406","Jurm"
1383,"14","Badakhshan","1407","Wardug"
1383,"14","Badakhshan","1408","Baharak"
1383,"14","Badakhshan","1409","Shuhada"
1383,"14","Badakhshan","1410","Kohistan"
1383,"14","Badakhshan","1411","Yawan"
1383,"14","Badakhshan","1412","Shar-i-Buzurg"
1383,"14","Badakhshan","1413","Kishm"
1383,"14","Badakhshan","1414","Tagab"
1383,"14","Badakhshan","1415","Tashkan"
1383,"14","Badakhshan","1416","Keren –o-Menjan"
1383,"14","Badakhshan","1417","Zebak"
1383,"14","Badakhshan","1418","Eshkashem"
1383,"14","Badakhshan","1419","Wakhan"
1383,"14","Badakhshan","1420","Sheghnan"
1383,"14","Badakhshan","1421","Arghanjwa"
1383,"14","Badakhshan","1422","Raghastan"
1383,"14","Badakhshan","1423","Khwahan"
1383,"14","Badakhshan","1424","Kofab"
1383,"14","Badakhshan","1425","Yamgan"
1383,"14","Badakhshan","1426","Darwaz- i- Bala"
1383,"14","Badakhshan","1427","Darwaz"
1383,"14","Badakhshan","1428","Sheikai"
1383,"15","Takhar","1501","Provincial center (Taluqan)"
1383,"15","Takhar","1502","Hazarsumuch"
1383,"15","Takhar","1503","Baharak"
1383,"15","Takhar","1504","Khuwja Ghar"
1383,"15","Takhar","1505","Bangi"
1383,"15","Takhar","1506","Eshkamesh"
1383,"15","Takhar","1507","Chal"
1383,"15","Takhar","1508","Namak Ab"
1383,"15","Takhar","1509","Farkhar"
1383,"15","Takhar","1510","Kalafgan"
1383,"15","Takhar","1511","Rustaq"
1383,"15","Takhar","1512","Chahab"
1383,"15","Takhar","1513","Yange Qala"
1383,"15","Takhar","1514","Khuwaja Bahawuddin"
1383,"15","Takhar","1515","Darqad"
1383,"15","Takhar","1516","Dasht –i-Qala"
1383,"15","Takhar","1517","Warsaj"
1383,"16","Baghlan","1601","Provincial center (Pul-i-Khumri)"
1383,"16","Baghlan","1602","Baghlan-i-  Jadeed"
1383,"16","Baghlan","1603","Dahana-i-Ghuri"
1383,"16","Baghlan","1604","Dooshi"
1383,"16","Baghlan","1605","Khenjan"
1383,"16","Baghlan","1606","Andarab"
1383,"16","Baghlan","1607","Nahreen"
1383,"16","Baghlan","1608","Burkah"
1383,"16","Baghlan","1609","Talah-o-barfak"
1383,"16","Baghlan","1610","Pul –i-Hesar"
1383,"16","Baghlan","1611","Dehe  Salah"
1383,"16","Baghlan","1612","Jalga"
1383,"16","Baghlan","1613","Khost –o-Fereng"
1383,"16","Baghlan","1614","Freng-o-Gharoo"
1383,"16","Baghlan","1615","Gozargah-i- noor"
1383,"17","Kunduz","1701","Provincial center (Kunduz)"
1383,"17","Kunduz","1702","Hazrat-Emam"
1383,"17","Kunduz","1703","Qala –i-Zal"
1383,"17","Kunduz","1704","Char Darah"
1383,"17","Kunduz","1705","Ali Abad"
1383,"17","Kunduz","1706","Khan Abad"
1383,"17","Kunduz","1707","Dasht-i- Archi"
1383,"18","Samangan","1801","Provincial center (Aibak)"
1383,"18","Samangan","1802","Hazrat –i-Sultan"
1383,"18","Samangan","1803","Feroz  Nakhcheer"
1383,"18","Samangan","1804","Dara –i-soof –i- Bala"
1383,"18","Samangan","1805","Dara –i-soof-i-Payin"
1383,"18","Samangan","1806","Roi-Do-Ab"
1383,"18","Samangan","1807","Khuram-o-Sarbagh"
1383,"19","Balkh","1901","Provincial center (Mazar-i- sharif)"
1383,"19","Balkh","1902","Dehdadi"
1383,"19","Balkh","1903","Nahr-i-shahi"
1383,"19","Balkh","1904","Marmol"
1383,"19","Balkh","1905","Kholm"
1383,"19","Balkh","1906","Kaldar"
1383,"19","Balkh","1907","Shorteipa"
1383,"19","Balkh","1908","Dawlat Abad"
1383,"19","Balkh","1909","Balkh"
1383,"19","Balkh","1910","CharBolak"
1383,"19","Balkh","1911","Chamtal"
1383,"19","Balkh","1912","Sholgara"
1383,"19","Balkh","1913","Charkent"
1383,"19","Balkh","1914","Koshendah"
1383,"19","Balkh","1915","Zaree"
1383,"20","Jawzjan","2001","Provincial center (Sheberghan)"
1383,"20","Jawzjan","2002","Aqchah"
1383,"20","Jawzjan","2003","Faizabad"
1383,"20","Jawzjan","2004","Mardyan"
1383,"20","Jawzjan","2005","Mangajak"
1383,"20","Jawzjan","2006","Qarqin"
1383,"20","Jawzjan","2007","Khamyab"
1383,"20","Jawzjan","2008","Qoshtepa"
1383,"20","Jawzjan","2009","Darzab"
1383,"20","Jawzjan","2010","Khwaja Dukoh"
1383,"20","Jawzjan","2011","Khannaqa"
1383,"21","Sar-e-Pul","2101","Provincial center (Sar-i-Pul)"
1383,"21","Sar-e-Pul","2102","Suzma Qala"
1383,"21","Sar-e-Pul","2103","Sayad"
1383,"21","Sar-e-Pul","2104","Kohistanat"
1383,"21","Sar-e-Pul","2105","Balkhab"
1383,"21","Sar-e-Pul","2106","Sangcharak"
1383,"21","Sar-e-Pul","2107","Gosfandi"
1383,"22","Faryab","2201","Provincial center (Maimana)"
1383,"22","Faryab","2202","Pashtoonkott"
1383,"22","Faryab","2203","Khuwaja Sabz Posh –i-Wali"
1383,"22","Faryab","2204","Almar"
1383,"22","Faryab","2205","Qaisar"
1383,"22","Faryab","2206","Kohistan"
1383,"22","Faryab","2207","Garziwan"
1383,"22","Faryab","2208","Balcheragh"
1383,"22","Faryab","2209","Sherin Tagab"
1383,"22","Faryab","2210","Dawlat Abad"
1383,"22","Faryab","2211","Qaram Qul"
1383,"22","Faryab","2212","Khan –i-Charbagh"
1383,"22","Faryab","2213","Andkhoi"
1383,"22","Faryab","2214","Qurghan"
1383,"23","Badghis","2301","Provincial center (Qala-i- Now)"
1383,"23","Badghis","2302","Muqur"
1383,"23","Badghis","2303","Ab-Kamari"
1383,"23","Badghis","2304","Qadis"
1383,"23","Badghis","2305","Jawand"
1383,"23","Badghis","2306","Ghormach"
1383,"23","Badghis","2307","Murghab"
1383,"24","Hirat","2401","Provincial center (Herat)"
1383,"24","Hirat","2402","Enjil"
1383,"24","Hirat","2403","Guzera"
1383,"24","Hirat","2404","Pashtoon Zarghoon"
1383,"24","Hirat","2405","Karukh"
1383,"24","Hirat","2406","Kushk"
1383,"24","Hirat","2407","Gulran"
1383,"24","Hirat","2408","Kohsan"
1383,"24","Hirat","2409","Ghoryan"
1383,"24","Hirat","2410","Zendajan"
1383,"24","Hirat","2411","Adraskan"
1383,"24","Hirat","2412","Shindand"
1383,"24","Hirat","2413","Farsi"
1383,"24","Hirat","2414","Obeh"
1383,"24","Hirat","2415","Chesht –i-sharif"
1383,"24","Hirat","2416","Kishk- i-Kahna"
1383,"24","Hirat","2417","Shahre-i-Torghondi"
1383,"25","Farah","2501","Provincial center (farah)"
1383,"25","Farah","2502","Posht Road"
1383,"25","Farah","2503","Khak-i-safeid"
1383,"25","Farah","2504","Anardarah"
1383,"25","Farah","2505","Qala-i-kah"
1383,"25","Farah","2506","Sheibkoh"
1383,"25","Farah","2507","Lash-i- Jaween"
1383,"25","Farah","2508","Bakwa"
1383,"25","Farah","2509","Bala Blook"
1383,"25","Farah","2510","Gulestan"
1383,"25","Farah","2511","Pur Chaman"
1383,"26","Nimroz","2601","Provincial center (Zaranj)"
1383,"26","Nimroz","2602","Kang"
1383,"26","Nimroz","2603","Char Burjak"
1383,"26","Nimroz","2604","Asl-i-chakhansoor"
1383,"26","Nimroz","2605","Khashroad"
1383,"27","Hilmand","2701","Provincial center (Lashkar Gah)"
1383,"27","Hilmand","2702","Nahr-i- Saraj"
1383,"27","Hilmand","2703","Kajaki"
1383,"27","Hilmand","2704","Moosa Qalah"
1383,"27","Hilmand","2705","Bughran"
1383,"27","Hilmand","2706","Nawzad"
1383,"27","Hilmand","2707","Washeir"
1383,"27","Hilmand","2708","Nad Ali"
1383,"27","Hilmand","2709","Nawa-i- Barukzai"
1383,"27","Hilmand","2710","Reig-i- Khan Sheen"
1383,"27","Hilmand","2711","Disho"
1383,"27","Hilmand","2712","Garm Seir"
1383,"27","Hilmand","2713","Sangin Qalah"
1383,"28","Kandahar","2801","Provincial center (Kandahar)"
1383,"28","Kandahar","2802","Daman"
1383,"28","Kandahar","2803","Arghandab"
1383,"28","Kandahar","2804","Shah Wali Kott"
1383,"28","Kandahar","2805","Khak Reiz"
1383,"28","Kandahar","2806","Ghorak"
1383,"28","Kandahar","2807","Maiwand"
1383,"28","Kandahar","2808","Panjwayi"
1383,"28","Kandahar","2809","Reig"
1383,"28","Kandahar","2810","Shorabak"
1383,"28","Kandahar","2811","Speen Boldak"
1383,"28","Kandahar","2812","Arghestan"
1383,"28","Kandahar","2813","Maroof"
1383,"28","Kandahar","2814","Zeri"
1383,"28","Kandahar","2815","Myanesheen"
1383,"28","Kandahar","2816","Nish"
1383,"29","Zabul","2901","Provincial center (Qalat)"
1383,"29","Zabul","2902","Shah Joi"
1383,"29","Zabul","2903","Arghandab"
1383,"29","Zabul","2904","Daichopan"
1383,"29","Zabul","2905","Meezan"
1383,"29","Zabul","2906","Tarang –o-Jaldak"
1383,"29","Zabul","2907","Shinkai"
1383,"29","Zabul","2908","Atghar"
1383,"29","Zabul","2909","Shemel Zayi"
1383,"29","Zabul","2910","Kakar"
1383,"29","Zabul","2911","Now Bahar"
1383,"30","Uruzgan","3001","Provincial center (Terinkott)"
1383,"30","Uruzgan","3002","Chorah"
1383,"30","Uruzgan","3003","Khas Urozgan"
1383,"30","Uruzgan","3004","Shaheed-i- Hasas"
1383,"30","Uruzgan","3005","Dehraoud"
1383,"31","Ghor","3101","Provincial center (Cheghchran)"
1383,"31","Ghor","3102","Daolatyar"
1383,"31","Ghor","3103","Charsada"
1383,"31","Ghor","3104","Shahrak"
1383,"31","Ghor","3105","Duleena"
1383,"31","Ghor","3106","Pasaband"
1383,"31","Ghor","3107","Lal-o-Sar-i-Jangal"
1383,"31","Ghor","3108","Tolak"
1383,"31","Ghor","3109","Saghar"
1383,"31","Ghor","3110","Teyora"
1383,"32","Bamyan","3201","Provincial center (Bamyan )"
1383,"32","Bamyan","3202","Shebar"
1383,"32","Bamyan","3203","Saighan"
1383,"32","Bamyan","3204","Kohmard"
1383,"32","Bamyan","3205","Yakawulang"
1383,"32","Bamyan","3206","Panjab"
1383,"32","Bamyan","3207","Waras"
1383,"33","Panjsher","3301","Provincial center (Bazarak)"
1383,"33","Panjsher","3302","Rukha"
1383,"33","Panjsher","3303","Uanaba"
1383,"33","Panjsher","3304","Dhara"
1383,"33","Panjsher","3305","Hesa-e- Awal"
1383,"33","Panjsher","3306","Shotol"
1383,"33","Panjsher","3307","Paryan"
1383,"34","Daykundi","3401","Provincial center (Neli)"
1383,"34","Daykundi","3402","Ashterlee"
1383,"34","Daykundi","3403","Sang-i- Takhte"
1383,"34","Daykundi","3404","Khadeer"
1383,"34","Daykundi","3405","Shahrestan"
1383,"34","Daykundi","3406","Mir Amor"
1383,"34","Daykundi","3407","Gujran"
1383,"34","Daykundi","3408","Gitti"
1383,"34","Daykundi","3409","Gazab"
1384,"01","Kabul","0101","Provincial center (Kabul )"
1384,"01","Kabul","0102","Dah sabz"
1384,"01","Kabul","0103","Mirbachakot"
1384,"01","Kabul","0104","Kalakan"
1384,"01","Kabul","0105","Qarabagh"
1384,"01","Kabul","0106","Farza"
1384,"01","Kabul","0107","Estalef"
1384,"01","Kabul","0108","Guldara"
1384,"01","Kabul","0109","Shaker Darah"
1384,"01","Kabul","0110","Paghman"
1384,"01","Kabul","0111","Char Asiab"
1384,"01","Kabul","0112","Musahi"
1384,"01","Kabul","0113","Khak –i- jabar"
1384,"01","Kabul","0114","Bagrami"
1384,"01","Kabul","0115","Surubi"
1384,"02","Kapisa","0201","Provincial Center (Mahmood Raqi)"
1384,"02","Kapisa","0202","Duwum-i- Kohistan"
1384,"02","Kapisa","0203","Kohistan"
1384,"02","Kapisa","0204","Najrab"
1384,"02","Kapisa","0205","Koh Band"
1384,"02","Kapisa","0206","Tagab"
1384,"02","Kapisa","0207","Alasai"
1384,"03","Parwan","0301","Provincial Center (Charikar)"
1384,"03","Parwan","0302","Saidkheil"
1384,"03","Parwan","0303","Jabull saraj"
1384,"03","Parwan","0304","Salang"
1384,"03","Parwan","0305","Shinwari"
1384,"03","Parwan","0306","Ghurband"
1384,"03","Parwan","0307","Bagram"
1384,"03","Parwan","0308","Kohi Safi"
1384,"03","Parwan","0309","ShikhAli"
1384,"03","Parwan","0310","Surkhiparsa"
1384,"04","Wardak","0401","Provincial center (Maidan Shaher)"
1384,"04","Wardak","0402","Jalriz"
1384,"04","Wardak","0403","Hesai awal-i-Behsud"
1384,"04","Wardak","0404","Markaz-i-behsud"
1384,"04","Wardak","0405","Daimirdad"
1384,"04","Wardak","0406","Jaghatoo"
1384,"04","Wardak","0407","ChakeWardak"
1384,"04","Wardak","0408","Said Abad"
1384,"04","Wardak","0409","Nerkh"
1384,"05","Logar","0501","Provincial Center (Pull Alam)"
1384,"05","Logar","0502","Baraki Barak"
1384,"05","Logar","0503","Charkh"
1384,"05","Logar","0504","khushi"
1384,"05","Logar","0505","Mohamad Agha"
1384,"05","Logar","0506","Kharwar"
1384,"05","Logar","0507","Azra"
1384,"06","Ghazni","0601","Provincial Center (Ghazni)"
1384,"06","Ghazni","0602","Deh Yak"
1384,"06","Ghazni","0603","Zanakhan"
1384,"06","Ghazni","0604","Khawaja Umery"
1384,"06","Ghazni","0605","Rashidan"
1384,"06","Ghazni","0606","Swhahid M.Walli Khogiani"
1384,"06","Ghazni","0607","Jaghatoo"
1384,"06","Ghazni","0608","Waghaz"
1384,"06","Ghazni","0609","Qarabagh"
1384,"06","Ghazni","0610","Giro"
1384,"06","Ghazni","0611","Andar"
1384,"06","Ghazni","0612","Nawur"
1384,"06","Ghazni","0613","Ajristan"
1384,"06","Ghazni","0614","Malestan"
1384,"06","Ghazni","0615","Jaghuri"
1384,"06","Ghazni","0616","Muqur"
1384,"06","Ghazni","0617","Abband"
1384,"06","Ghazni","0618","Gellan"
1384,"06","Ghazni","0619","Nawa"
1384,"07","Paktika","0701","Provincial Center(Sharan)"
1384,"07","Paktika","0702","Mata Khan"
1384,"07","Paktika","0703","Yosef Kheil"
1384,"07","Paktika","0704","Yahya Kheil"
1384,"07","Paktika","0705","Omneh"
1384,"07","Paktika","0706","Sar Rawza"
1384,"07","Paktika","0707","Zarghoon Shaher"
1384,"07","Paktika","0708","Jani Kheil"
1384,"07","Paktika","0709","Gomal"
1384,"07","Paktika","0710","Surubi"
1384,"07","Paktika","0711","Urgoon"
1384,"07","Paktika","0712","zirok"
1384,"07","Paktika","0713","Nika"
1384,"07","Paktika","0714","Dela"
1384,"07","Paktika","0715","Wazakhwa"
1384,"07","Paktika","0716","Turwu"
1384,"07","Paktika","0717","Warmamai"
1384,"07","Paktika","0718","Barmal"
1384,"07","Paktika","0719","Gayan"
1384,"08","Paktya","0801","Provincial Center (Gardeiz)"
1384,"08","Paktya","0802","Said Karam"
1384,"08","Paktya","0803","Zurmat"
1384,"08","Paktya","0804","Shwak"
1384,"08","Paktya","0805","Waza Zadram"
1384,"08","Paktya","0806","Laja Ahmad kheil"
1384,"08","Paktya","0807","Janikheil"
1384,"08","Paktya","0808","Dand Patan"
1384,"08","Paktya","0809","Chamkani"
1384,"08","Paktya","0810","Jaji"
1384,"08","Paktya","0811","Ahmad Abad"
1384,"09","Khost","0901","Provincial center (Khost)"
1384,"09","Khost","0902","Teerzayi"
1384,"09","Khost","0903","Bak"
1384,"09","Khost","0904","Jaji maidan"
1384,"09","Khost","0905","Sabari"
1384,"09","Khost","0906","Musa kheil"
1384,"09","Khost","0907","Qalanderi"
1384,"09","Khost","0908","Nadershakot"
1384,"09","Khost","0909","Ismayel khel"
1384,"09","Khost","0910","Shemal"
1384,"09","Khost","0911","Spera"
1384,"09","Khost","0912","Tanai"
1384,"09","Khost","0913","Gurbuz"
1384,"10","Nangarhar","1001","Province center (Jalalabad)"
1384,"10","Nangarhar","1002","Behsood"
1384,"10","Nangarhar","1003","Surkhrod"
1384,"10","Nangarhar","1004","Chaparhar"
1384,"10","Nangarhar","1005","Rodat"
1384,"10","Nangarhar","1006","Kama"
1384,"10","Nangarhar","1007","Kooz Konar"
1384,"10","Nangarhar","1008","Darah-I – Noor"
1384,"10","Nangarhar","1009","Sheirzad"
1384,"10","Nangarhar","1010","Hesarak"
1384,"10","Nangarhar","1011","Khogyani"
1384,"10","Nangarhar","1012","PacherwaAgam"
1384,"10","Nangarhar","1013","Dahbala"
1384,"10","Nangarhar","1014","Kott"
1384,"10","Nangarhar","1015","Achin"
1384,"10","Nangarhar","1016","Nazyan"
1384,"10","Nangarhar","1017","DurBaba"
1384,"10","Nangarhar","1018","Shenwar"
1384,"10","Nangarhar","1019","Bati Kot"
1384,"10","Nangarhar","1020","Muhmand ِِDara"
1384,"10","Nangarhar","1021","Goshta"
1384,"10","Nangarhar","1022","Lalpoor"
1384,"11","Kunar","1101","Provincial center (Asad Abad)"
1384,"11","Kunar","1102","Watapoor"
1384,"11","Kunar","1103","DaraiPich"
1384,"11","Kunar","1104","Tarang-o- Badil"
1384,"11","Kunar","1105","Sar Kani"
1384,"11","Kunar","1106","Marawura"
1384,"11","Kunar","1107","Dangam"
1384,"11","Kunar","1108","Bar Kunar"
1384,"11","Kunar","1109","Shigal –o-Sheltan"
1384,"11","Kunar","1110","Chapa Dara"
1384,"11","Kunar","1111","Noor Gal"
1384,"11","Kunar","1112","Sawki"
1384,"11","Kunar","1113","Khas Kunar"
1384,"11","Kunar","1114","Nari"
1384,"11","Kunar","1115","Ghazi Abad"
1384,"12","Laghman","1201","Provincial center (Mehterlam)"
1384,"12","Laghman","1202","Qarghayi"
1384,"12","Laghman","1203","Alingar"
1384,"12","Laghman","1204","Alishing"
1384,"12","Laghman","1205","Dawlat Shah"
1384,"13","Nuristan","1301","Provincial center (Paroon)"
1384,"13","Nuristan","1302","Noor Gram"
1384,"13","Nuristan","1303","DoAb"
1384,"13","Nuristan","1304","Waigal"
1384,"13","Nuristan","1305","Wama"
1384,"13","Nuristan","1306","Mandol"
1384,"13","Nuristan","1307","Kamdish"
1384,"13","Nuristan","1308","Barg-i-Matal"
1384,"14","Badakhshan","1401","Provincial center (Faiz Abad)"
1384,"14","Badakhshan","1402","Yaftel"
1384,"14","Badakhshan","1403","Urgo"
1384,"14","Badakhshan","1404","Darayem"
1384,"14","Badakhshan","1405","Khash"
1384,"14","Badakhshan","1406","Jurm"
1384,"14","Badakhshan","1407","Wardug"
1384,"14","Badakhshan","1408","Baharak"
1384,"14","Badakhshan","1409","Shuhada"
1384,"14","Badakhshan","1410","Kohistan"
1384,"14","Badakhshan","1411","Yawan"
1384,"14","Badakhshan","1412","Shar-i-Buzurg"
1384,"14","Badakhshan","1413","Kishm"
1384,"14","Badakhshan","1414","Tagab"
1384,"14","Badakhshan","1415","Tashkan"
1384,"14","Badakhshan","1416","Keren –o-Menjan"
1384,"14","Badakhshan","1417","Zebak"
1384,"14","Badakhshan","1418","Eshkashem"
1384,"14","Badakhshan","1419","Wakhan"
1384,"14","Badakhshan","1420","Sheghnan"
1384,"14","Badakhshan","1421","Arghanjwa"
1384,"14","Badakhshan","1422","Raghastan"
1384,"14","Badakhshan","1423","Khwahan"
1384,"14","Badakhshan","1424","Kofab"
1384,"14","Badakhshan","1425","Yamgan"
1384,"14","Badakhshan","1426","Darwaz- i- Bala"
1384,"14","Badakhshan","1427","Darwaz"
1384,"14","Badakhshan","1428","Sheikai"
1384,"15","Takhar","1501","Provincial center (Taluqan)"
1384,"15","Takhar","1502","Hazarsumuch"
1384,"15","Takhar","1503","Baharak"
1384,"15","Takhar","1504","Khuwja Ghar"
1384,"15","Takhar","1505","Bangi"
1384,"15","Takhar","1506","Eshkamesh"
1384,"15","Takhar","1507","Chal"
1384,"15","Takhar","1508","Namak Ab"
1384,"15","Takhar","1509","Farkhar"
1384,"15","Takhar","1510","Kalafgan"
1384,"15","Takhar","1511","Rustaq"
1384,"15","Takhar","1512","Chahab"
1384,"15","Takhar","1513","Yange Qala"
1384,"15","Takhar","1514","Khuwaja Bahawuddin"
1384,"15","Takhar","1515","Darqad"
1384,"15","Takhar","1516","Dasht –i-Qala"
1384,"15","Takhar","1517","Warsaj"
