district_name_eng_1398,district_code_1398,district_name_eng_1397,district_code_1397,match_97_98,district_name_eng_1396,district_code_1396,match_96_98,district_name_eng_1395,district_code_1395,match_95_98,district_name_eng_1394,district_code_1394,match_94_98,district_name_eng_1393,district_code_1393,match_93_98,district_name_eng_1392,district_code_1392,match_92_98,district_name_eng_1391,district_code_1391,match_91_98,district_name_eng_1390,district_code_1390,match_90_98,district_name_eng_1389,district_code_1389,match_89_98,district_name_eng_1388,district_code_1388,match_88_98,district_name_eng_1387,district_code_1387,match_87_98,district_name_eng_1386,district_code_1386,match_86_98,district_name_eng_1385,district_code_1385,match_85_98,district_name_eng_1384,district_code_1384,match_84_98,district_name_eng_1383,district_code_1383,match_83_98
Zarghun Shahr,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,1207,1207,Zarghun Shahr,707,707,Zarghun Shahr,707,707,Zarghun Shahr,707,707,Zarghun Shahr,707,707,Zarghoon Shaher,702,702
Gomal,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,1208,1208,Gomal,709,709,Gomal,709,709,Gomal,709,709,Gomal,709,709,Gomal,706,706
Jani Khel,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,1209,1209,Jani Khel,708,708,Jani Khel,708,708,Jani Khel,708,708,Jani Khel,708,708,Jani Kheil,716,716
Surubi,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,1210,1210,Surubi,710,710,Surubi,710,710,Surubi,710,710,Surubi,710,710,Surubi,708,708
Urgoon,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,1211,1211,Urgoon,711,711,Urgoon,711,711,Urgoon,711,711,Urgoon,711,711,Urgoon,711,711
Ziruk,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,1212,1212,Ziruk,712,712,Ziruk,712,712,Ziruk,712,712,Ziruk,712,712,zirok,712,712
Nika,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,1213,1213,Nika,713,713,Nika,713,713,Nika,713,713,Nika,713,713,Nika,713,713
Barmal,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,1214,1214,Barmal,718,718,Barmal,718,718,Barmal,718,718,Barmal,718,718,Barmal,709,709
Giyan,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,1215,1215,Giyan,719,719,Giyan,719,719,Giyan,719,719,Giyan,719,719,Gayan,710,710
DilaWa Khushamand,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,1216,1216,DilaWa Khushamand,714,714,DilaWa Khushamand,714,714,DilaWa Khushamand,714,714,DilaWa Khushamand,714,714,Dela,703,703
Wazakhwah,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,1217,1217,Wazakhwah,715,715,Wazakhwah,715,715,Wazakhwah,715,715,Wazakhwah,715,715,Wazakhwa,704,704
Wormamay,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,1218,1218,Wormamay,717,717,Wormamay,717,717,Wormamay,717,717,Wormamay,717,717,Warmamai,705,705
Turwo,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,1219,1219,Turwo,716,716,Turwo,716,716,Turwo,716,716,Turwo,716,716,Turwu,717,717
provincial Capital(Gardez),1301,province Center(Gardez),1301,1301,province Center(Gardez),1301,1301,province Center(Gardez),1301,1301,province Center(Gardez),1301,1301,province Center(Gardez),1301,1301,Paktya Center(Gardez),1301,1301,Paktya Center(Gardez),1301,1301,Paktya Center(Gardez),1301,1301,Paktya Center(Gardez),1301,1301,Paktya Center(Gardez),1301,1301,Paktya Center(Gardez),801,801,Paktya Center(Gardez),801,801,Provincial Center (Gardeiz),801,801,Paktya Center(Gardez),801,801,Paktya Center(Gardez),801,801
Ahmadaba,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,1302,1302,Ahmadaba,811,811,Ahmadaba,811,811,Shemal,811,811,Ahmadaba,811,811,Ahmadaba,811,811
Zurmat,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,1303,1303,Zurmat,803,803,Zurmat,803,803,Zurmat,803,803,Zurmat,803,803,Zurmat,803,803
Shwak,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,1304,1304,Shwak,804,804,Shwak,804,804,Shwak,804,804,Shwak,804,804,Shwak,804,804
Wuza Zadran,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Zadran,1305,1305,Wuza Jadran,1305,1305,Wuza Jadran,805,805,Wuza Jadran,805,805,Waza Zadram,805,805,Wuza Jadran,805,805,Wuza Jadran,805,805
Sayyid Karam,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,1306,1306,Sayyid Karam,802,802,Sayyid Karam,802,802,Said Karam,802,802,Sayyid Karam,802,802,Sayyid Karam,802,802
Jaji,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,1307,1307,Jaji,810,810,Jaji,810,810,Jaji,810,810,Jaji,810,810,Jaji,810,810
Laja Ahmad khel,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,1308,1308,Laja Ahmad khel,806,806,Laja Ahmad khel,806,806,Laja Ahmad kheil,806,806,Laja Ahmad khel,806,806,Laja Ahmad khel,806,806
Jani Khel,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,1309,1309,Jani Khel,807,807,Jani Khel,807,807,Janikheil,807,807,Jani Khel,807,807,Jani Khel,807,807
Samkani,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,1310,1310,Samkani,809,809,Samkani,809,809,Chamkani,809,809,Samkani,809,809,Samkani,809,809
Dand Patan,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,1311,1311,Dand Patan,808,808,Dand Patan,808,808,Dand Patan,808,808,Dand Patan,808,808,Dand Patan,808,808
laja mangel,1312,laja mangel,1312,1312,laja mangel (temporary district),1312,1312,laja mangel (temporary district),1312,1312,laja mangel (temporary district),1312,1312,laja mangel,1312,1312,laja mangel,1312,1312,laja mangel (temporary district),1312,1312,laja mangel (temporary district),1312,1312,laja mangel,1312,1312,laja mangel (temporary district),1312,1312,laja mangel,812,812,NA,NA,806,NA,NA,806,NA,NA,806,NA,NA,806
Mirzaka,1313,Mirzaka,1313,1313,Mirzaka (temporary district),1313,1313,Mirzaka (temporary district),1313,1313,Mirzaka (temporary district),1313,1313,Mirzaka,1313,1313,Mirzaka,1313,1313,Mirzaka (temporary district),1313,1313,NA,NA,1306,NA,NA,1306,NA,NA,1306,NA,NA,802,NA,NA,802,NA,NA,802,NA,NA,802,NA,NA,802
Garda siray,1314,Garda siray,1314,1314,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,1305,NA,NA,805,NA,NA,805,NA,NA,805,NA,NA,805,NA,NA,805
Rohany Baba,1315,Rohany Baba,1315,1315,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,1303,NA,NA,803,NA,NA,803,NA,NA,803,NA,NA,803,NA,NA,803
province Center (Bazarak),801,province Center (Bazarak),801,801,province  Center (Bazarak),801,801,province  Center (Bazarak),801,801,provinceCenter (Bazarak),801,801,provinceCenter (Bazarak),801,801,Panjsher  Center (Bazarak),801,801,Panjsher  Center (Bazarak),801,801,Panjsher  Center (Bazarak),801,801,Panjsher  Center (Bazarak),801,801,Panjsher  Center (Bazarak),801,801,PanjsherCenter (Bazarak),3301,3301,PanjsherCenter (Bazarak),3301,3301,PanjsherCenter (Bazarak),3301,3301,PanjsherCenter (Bazarak),3301,3301,PanjsherCenter (Bazarak),3301,3301
Rukha,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,802,802,Rukha,3302,3302,Rukha,3302,3302,Rukha,3302,3302,Rukha,3302,3302,Rukha,3302,3302
Darah,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,803,803,Darah,3304,3304,Darah,3304,3304,Darah,3304,3304,Darah,3304,3304,Darah,3304,3304
Hissa-e- Awal (Khinj),804,Hissa-e- Awal (Khinj),804,804,Hissa-e- Awal   (Khinj),804,804,Hissa-e- Awal   (Khinj),804,804,Hissa-e- Awal(Khinj),804,804,Hissa-e- Awal(Khinj),804,804,Hissa-e- Awal   (Khinj),804,804,Hissa-e- Awal   (Khinj),804,804,Hissa-i- Awal   (Khinj),804,804,Hissa-i- Awal   (Khinj),804,804,Hissa-i- Awal   (Khing),804,804,Hissa-i- Awal(Khing),3305,3305,Hissa-i- Awal(Khing),3305,3305,Hissa-i- Awal(Khing),3305,3305,Hissa-i- Awal(Khing),3305,3305,Hissa-i- Awal(Khing),3305,3305
Unaba,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,805,805,Unaba,3303,3303,Unaba,3303,3303,Unaba,3303,3303,Unaba,3303,3303,Unaba,3303,3303
Shutul,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,806,806,Shutul,3306,3306,Shutul,3306,3306,Shutul,3306,3306,Shutul,3306,3306,Shutul,3306,3306
Paryan,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,807,807,Paryan,3307,3307,Paryan,3307,3307,Paryan,3307,3307,Paryan,3307,3307,Paryan,3307,3307
Ab shar,808,Ab shar,808,808,Ab shar (temporary district),808,808,Ab shar (temporary district),808,808,Ab shar (temporary district),808,808,Ab shar,808,808,Ab shar (temporary district),808,808,Ab shar (temporary district),808,808,NA,NA,803,NA,NA,803,NA,NA,803,NA,NA,3304,NA,NA,3304,NA,NA,3304,NA,NA,3304,NA,NA,3304
provincial Capital (Charikar),301,province Center (Charikar ),301,301,province Center (Charikar ),301,301,province Center (Charikar ),301,301,province Center (Charikar ),301,301,province Center (Charikar ),301,301,Parwan Center (Charikar ),301,301,Parwan Center (Charikar ),301,301,Parwan Center (Charikar ),301,301,Parwan Center (Charikar ),301,301,Parwan Center (Charikar ),301,301,Parwan Center(Charikar ),301,301,Parwan Center(Charikar ),301,301,Parwan Center(Charikar ),301,301,Parwan Center(Charikar ),301,301,Provincial Center (Charikar),301,301
Bagram,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,302,302,Bagram,307,307,Bagram,307,307,Bagram,307,307,Bagram,307,307,Bagram,307,307
Shinwari,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,303,303,Shinwari,305,305,Shinwari,305,305,Shinwari,305,305,Shinwari,305,305,Shinwari,305,305
Sayyid Khel,304,Sayyid Khel,304,304,Sayyid  Khel,304,304,Sayyid  Khel,304,304,SayyidKhel,304,304,SayyidKhel,304,304,Sayyid  Khel,304,304,Sayyid  Khel,304,304,Sayyid  Khel,304,304,Sayyid  Khel,304,304,Sayyid  Khel,304,304,SayyidKhel,302,302,SayyidKhel,302,302,SayyidKhel,302,302,SayyidKhel,302,302,Saidkheil,302,302
Jabulussaraj,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,305,305,Jabulussaraj,303,303,Jabulussaraj,303,303,Jabulussaraj,303,303,Jabulussaraj,303,303,Jabull saraj,303,303
Salang,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,306,306,Salang,304,304,Salang,304,304,Salang,304,304,Salang,304,304,Salang,304,304
syahgird ('Ghurband),307,syahgird ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird('Ghurband),307,307,syahgird('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird  ('Ghurband),307,307,syahgird('Ghurband),306,306,syahgird('Ghurband),306,306,syahgird('Ghurband),306,306,syahgird('Ghurband),306,306,Ghurband,306,306
Koh-e- Safi,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh-e- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Koh- i- Safi,308,308,Kohi Safi,310,310
Surkhi parsa,309,Surkhi parsa,309,309,Surkhi  parsa,309,309,Surkhi  parsa,309,309,Surkhiparsa,309,309,Surkhiparsa,309,309,Surkhi  parsa,309,309,Surkhi  parsa,309,309,Surkhi  parsa,309,309,Surkhi  parsa,309,309,Surkhi  parsa,309,309,Surkhiparsa,310,310,Surkhiparsa,310,310,Surkhiparsa,310,310,Surkhiparsa,310,310,Surkhi  parsa,309,309
Shaykh Ali,310,Shaykh Ali,310,310,Shaykh  Ali,310,310,Shaykh  Ali,310,310,ShaykhAli,310,310,ShaykhAli,310,310,Shaykh  Ali,310,310,Shaykh  Ali,310,310,Shaykh  Ali,310,310,Shaykh  Ali,310,310,Shaykh  Ali,310,310,ShaykhAli,309,309,ShaykhAli,309,309,ShaykhAli,309,309,ShaykhAli,309,309,Shikh  Ali,308,308
provincial Capital (Aybak),2001,province Center (Aybak),2001,2001,province Center (Aybak),2001,2001,province Center (Aybak),2001,2001,province Center (Aybak),2001,2001,province Center (Aybak),2001,2001,Samangan Center (Aybak),2001,2001,Samangan Center (Aybak),2001,2001,Samangan Center (Aybak),2001,2001,Samangan Center (Aybak),2001,2001,Samangan Center (Aybak),2001,2001,SamanganCenter (Aybak),1801,1801,SamanganCenter (Aybak),1801,1801,SamanganCenter (Aybak),1801,1801,SamanganCenter (Aybak),1801,1801,SamanganCenter (Aybak),1801,1801
Hazrat -e-Sultan,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat -e-Sultan,2002,2002,Hazrat –i-Sultan,2002,2002,Hazrat –i-Sultan,2002,2002,Hazrat –i-Sultan,2002,2002,Hazrat –i-Sultan,1802,1802,Hazrat –i-Sultan,1802,1802,Hazrat –i-Sultan,1802,1802,Hazrat –i-Sultan,1802,1802,Hazrat –i-Sultan,1802,1802
Khuram Wa Sarbagh,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,2003,2003,Khuram Wa Sarbagh,1807,1807,Khuram Wa Sarbagh,1807,1807,Khuram Wa Sarbagh,1807,1807,Khuram Wa Sarbagh,1807,1807,Khuram Wa Sarbagh,1807,1807
Feroz Nakhcheer,2004,Feroz Nakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,FerozNakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,FerozNakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,Feroz  Nakhcheer,2004,2004,FerozNakhcheer,1803,1803,FerozNakhcheer,1803,1803,FerozNakhcheer,1803,1803,FerozNakhcheer,1803,1803,FerozNakhcheer,1803,1803
Rui- Do- Ab,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,2005,2005,Rui- Do- Ab,1806,1806,Rui- Do- Ab,1806,1806,Rui- Do- Ab,1806,1806,Rui- Do- Ab,1806,1806,Rui- Do- Ab,1806,1806
Dara -e-soof-i-Payin,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara -e-soof-i-Payin,2006,2006,Dara –i-soof-i-Payin,2006,2006,Dara –i-soof-i-Payin,2006,2006,Dara –i-soof-i-Payin,2006,2006,Dara –i-soof-i-Payin,1805,1805,Dara –i-soof-i-Payin,1805,1805,Dara –i-soof-i-Payin,1805,1805,Dara –i-soof-i-Payin,1805,1805,Dara –i-soof-i-Payin,1805,1805
Dara -e-soof-e- Bala,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara -e-soof-e- Bala,2007,2007,Dara –i-soof-i- Bala,2007,2007,Dara –i-soof-i- Bala,2007,2007,Dara –i-soof-i- Bala,2007,2007,Dara –i-soof-i- Bala,1804,1804,Dara –i-soof-i- Bala,1804,1804,Dara –i-soof-i- Bala,1804,1804,Dara –i-soof-i- Bala,1804,1804,Dara –i-soof-i- Bala,1804,1804
Provincial center (Sar-i-Pul),2101,Provincial center (Sar-i-Pul),2101,2101,Provincial center (Sar-i-Pul),2101,2101,Saripul Center       (Sar-i-Pul),2101,2101,Saripul Center(Sar-i-Pul),2101,2101,Saripul Center (Sar-i-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201,Saripul Center (Sar-e-Pul),2201,2201
Suzma Qala,2102,Suzma Qala,2102,2102,Suzma Qala,2102,2102,Sozma Qala,2102,2102,Sozma Qala,2102,2102,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204,Sozma Qala,2204,2204
Sayad,2103,Sayad,2103,2103,Sayad,2103,2103,Sayyad,2103,2103,Sayyad,2103,2103,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202,Sayyad,2202,2202
Kohistanat,2104,Kohistanat,2104,2104,Kohistanat,2104,2104,Kohistanat,2104,2104,Kohistanat,2104,2104,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203,Kohistanat,2203,2203
Balkhab,2105,Balkhab,2105,2105,Balkhab,2105,2105,Balkhab,2105,2105,Balkhab,2105,2105,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207,Balkhab,2207,2207
Sangcharak,2106,Sangcharak,2106,2106,Sangcharak,2106,2106,Sancharak,2106,2106,Sancharak,2106,2106,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205,Sancharak,2205,2205
Gosfandi,2107,Gosfandi,2107,2107,Gosfandi,2107,2107,Gosfandi,2107,2107,Gosfandi,2107,2107,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206,Gosfandi,2206,2206
province Center (Taluqan),1801,province Center (Taluqan),1801,1801,province  Center (Taluqan),1801,1801,province  Center (Taluqan),1801,1801,province  Center (Taluqan),1801,1801,provinceCenter (Taluqan),1801,1801,Takhar  Center (Taluqan),1801,1801,Takhar  Center (Taluqan),1801,1801,TakharCenter (Taluqan),1801,1801,Takhar  Center (Taluqan),1801,1801,Takhar  Center (Taluqan),1801,1801,TakharCenter(Taluqan),1501,1501,Takhar  Center      (Taluqan),1501,1501,Takhar  Center      (Taluqan),1501,1501,Takhar  Center      (Taluqan),1501,1501,Takhar  Center      (Taluqan),1501,1501
Hazar Sumuch,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1802,1802,Hazar Sumuch,1502,1502,Hazar Sumuch,1502,1502,Hazar Sumuch,1502,1502,Hazar Sumuch,1502,1502,Hazar Sumuch,1502,1502
Baharak,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1803,1803,Baharak,1503,1503,Baharak,1503,1503,Baharak,1503,1503,Baharak,1503,1503,Baharak,1503,1503
Bangi,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1804,1804,Bangi,1505,1505,Bangi,1505,1505,Bangi,1505,1505,Bangi,1505,1505,Bangi,1505,1505
